CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
12001001521,Florida,Alachua County,1,4120,2205,0,0,0.00,0,0,0,0,0,1,40.5,27266,0,0,0,0,0,0,0,0,NULL,144,NULL,NULL,95,NULL,144,3.50,95,2.31,14,0.34,1,0.03,101,2.44,26,0.63,10,0.23,0,0.00,0,0.01,8,0.18,24,0.59,11,0.50,7,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2969,374,50,2590,695,511,0,19,305,580,268,200
12001001603,Florida,Alachua County,1,1269,539,0,0,0.00,0,1,0,0,0,1,29.1,62578,0,1,0,1,0,0,0,0,27,923,27,15,533,15,923,72.71,533,41.98,96,7.58,90,7.10,741,58.36,68,5.34,41,3.23,2,0.15,4,0.33,67,5.29,96,7.57,16,2.88,21,3.89,27,2.09,15,1.21,3,0.20,0,0.01,19,1.50,1,0.06,4,0.33,0,0.00,0,0.00,3,0.20,3,0.20,1,0.11,1,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,847,125,127,1035,94,50,2,7,81,122,20,27
12001001604,Florida,Alachua County,1,7644,3536,0,117,1.53,1,1,1,1,1,1,38.5,77708,1,1,1,1,1,0,0,1,4987,6554,4987,3041,3736,3041,6554,85.74,3736,48.88,430,5.63,473,6.19,5017,65.63,843,11.03,318,4.15,6,0.08,16,0.21,355,4.64,889,11.63,180,5.08,193,5.45,4987,65.24,3041,39.78,309,4.05,333,4.35,3774,49.38,674,8.81,256,3.35,5,0.06,11,0.14,267,3.50,679,8.89,152,4.29,145,4.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4567,498,491,5831,920,435,7,19,432,1083,222,214
12001001701,Florida,Alachua County,1,5895,2645,0,45,0.76,0,0,0,0,1,0,18.5,68942,1,1,1,1,1,0,0,1,1549,5391,1549,618,2198,618,5391,91.46,2198,37.28,950,16.11,998,16.93,3890,65.98,1027,17.42,167,2.83,4,0.07,14,0.24,290,4.91,463,7.86,365,13.80,154,5.82,1549,26.28,618,10.48,260,4.41,229,3.89,1199,20.35,249,4.22,31,0.53,0,0.00,4,0.07,66,1.12,117,1.98,92,3.48,43,1.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2272,1041,1040,4294,1080,195,4,14,308,521,378,150
12001001702,Florida,Alachua County,1,4736,2039,0,81,1.71,0,0,0,0,0,0,5.5,101531,1,1,1,1,1,0,0,0,594,3614,594,131,872,131,3614,76.31,872,18.42,598,12.63,805,17.00,3176,67.06,242,5.11,93,1.97,4,0.08,2,0.04,97,2.05,227,4.79,77,3.78,39,1.89,594,12.55,131,2.78,88,1.85,104,2.21,491,10.37,60,1.27,17,0.36,1,0.02,1,0.02,24,0.50,49,1.04,3,0.17,7,0.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1330,787,1089,4139,290,149,4,3,151,298,112,51
12001001801,Florida,Alachua County,0,7489,2949,0,11,0.15,0,0,0,0,0,0,9.5,69185,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6484,86.58,1848,24.68,1422,18.99,905,12.09,5343,71.35,844,11.27,66,0.88,7,0.09,26,0.34,198,2.64,409,5.47,83,2.81,241,8.18,5124,68.42,1647,21.99,1098,14.66,687,9.18,4284,57.20,603,8.05,42,0.56,7,0.09,16,0.21,172,2.30,345,4.60,57,1.92,189,6.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2035,1695,1043,5983,1147,77,9,32,241,483,91,267
12001001802,Florida,Alachua County,0,2937,1224,0,5,0.17,0,0,0,0,0,1,35.0,31321,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2935,99.95,1695,57.69,690,23.48,452,15.38,1843,62.75,946,32.20,26,0.89,0,0.00,23,0.78,98,3.33,170,5.78,66,5.41,252,20.57,2239,76.24,1256,42.77,480,16.34,347,11.83,1775,60.43,347,11.80,25,0.85,0,0.00,20,0.68,73,2.49,146,4.96,38,3.14,201,16.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1395,690,452,1843,947,26,0,23,98,170,61,241
12001001803,Florida,Alachua County,1,6358,2734,0,27,0.42,0,0,0,0,0,0,11.4,70667,1,1,1,1,1,0,0,0,1133,4608,1133,239,955,239,4608,72.47,955,15.02,911,14.33,874,13.75,3660,57.57,527,8.28,239,3.76,1,0.02,13,0.20,167,2.63,383,6.02,86,3.15,184,6.71,1133,17.82,239,3.77,146,2.30,482,7.59,998,15.70,37,0.57,65,1.02,0,0.01,4,0.06,30,0.47,61,0.95,42,1.53,57,2.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1393,1407,998,4409,1397,276,2,19,255,505,111,243
12001001805,Florida,Alachua County,0,1482,560,0,0,0.00,0,0,0,0,0,0,9.0,94375,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1482,100.00,303,20.43,376,25.37,202,13.63,1141,76.99,273,18.42,29,1.96,0,0.00,3,0.20,36,2.43,78,5.26,15,2.60,45,7.99,1269,85.64,259,17.49,322,21.71,175,11.83,1030,69.53,196,13.23,22,1.48,0,0.00,1,0.05,20,1.34,54,3.61,13,2.25,39,6.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,326,376,202,1141,273,29,0,3,36,78,15,46
12001001806,Florida,Alachua County,0,8675,3411,0,4,0.05,0,0,0,0,1,0,14.0,69066,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,8328,96.00,2681,30.90,1952,22.50,1087,12.53,7016,80.88,855,9.85,86,0.99,10,0.12,37,0.43,324,3.73,602,6.94,133,3.89,283,8.28,7369,84.95,2286,26.35,1727,19.91,978,11.28,6269,72.27,725,8.35,66,0.76,9,0.10,32,0.36,269,3.10,529,6.10,104,3.06,248,7.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3107,2036,1127,7284,902,100,10,38,341,621,153,311
12001001811,Florida,Alachua County,1,6170,2929,0,0,0.00,0,0,0,0,0,0,4.6,99018,1,1,1,1,1,0,0,0,2536,5339,2536,481,1005,481,5339,86.53,1005,16.28,919,14.89,651,10.55,4216,68.34,430,6.96,440,7.14,1,0.02,8,0.13,243,3.94,415,6.72,23,0.77,142,4.86,2536,41.11,481,7.79,485,7.86,356,5.78,2067,33.51,154,2.50,199,3.22,0,0.00,5,0.08,111,1.80,176,2.85,5,0.16,61,2.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1309,1085,768,4855,517,501,1,8,288,503,88,162
12001001813,Florida,Alachua County,1,2662,1124,0,0,0.00,0,0,0,0,0,0,4.8,118281,1,1,1,1,1,0,0,0,2161,2534,2161,289,339,289,2534,95.19,339,12.72,524,19.70,389,14.61,2198,82.57,102,3.83,145,5.45,0,0.00,3,0.11,86,3.23,140,5.26,36,3.23,18,1.58,2161,81.19,289,10.85,445,16.72,333,12.53,1855,69.68,92,3.46,135,5.06,0,0.00,3,0.10,77,2.89,121,4.53,31,2.77,15,1.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,479,554,408,2318,102,153,0,3,86,146,45,22
12001001814,Florida,Alachua County,1,2625,1132,0,0,0.00,0,0,0,0,0,0,14.5,79545,1,1,1,1,1,0,0,0,2625,2625,2625,555,555,555,2625,100.00,555,21.14,525,20.00,459,17.49,2323,88.50,157,5.98,88,3.35,0,0.00,9,0.34,48,1.83,159,6.06,0,0.00,12,1.08,2625,100.00,555,21.14,525,20.00,459,17.49,2323,88.50,157,5.98,88,3.35,0,0.00,9,0.34,48,1.83,159,6.06,0,0.00,12,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,588,525,459,2323,157,88,0,9,48,159,0,11
12001001902,Florida,Alachua County,1,3316,1048,0,841,25.36,1,1,1,1,1,1,38.5,37065,1,1,1,1,1,0,0,1,2360,3285,2360,1708,2377,1708,3285,99.07,2377,71.70,870,26.24,325,9.80,1157,34.91,1910,57.59,78,2.35,2,0.06,10,0.30,128,3.86,161,4.84,109,10.40,375,35.80,2360,71.17,1708,51.52,718,21.66,244,7.35,716,21.59,1450,43.73,71,2.13,2,0.06,10,0.29,112,3.38,134,4.05,79,7.55,292,27.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2401,873,326,1174,1924,78,2,10,128,162,107,414
12001001907,Florida,Alachua County,0,2621,1114,0,0,0.00,0,0,0,0,0,0,11.2,65375,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2621,100.00,739,28.18,496,18.92,495,18.89,2281,87.03,222,8.47,11,0.42,2,0.08,17,0.65,88,3.36,65,2.48,38,3.41,120,10.81,2621,100.00,739,28.18,496,18.92,495,18.89,2281,87.03,222,8.47,11,0.42,2,0.08,17,0.65,88,3.36,65,2.48,38,3.41,120,10.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,797,496,495,2281,222,11,2,17,88,65,33,114
12001001908,Florida,Alachua County,0,4698,1926,0,4,0.09,0,0,0,0,0,0,8.8,63021,0,0,0,0,0,0,0,0,216,216,NULL,86,86,NULL,4687,99.77,1538,32.74,944,20.09,742,15.80,3385,72.05,1139,24.25,31,0.65,2,0.04,14,0.30,116,2.47,117,2.49,67,3.50,318,16.54,4591,97.73,1512,32.18,926,19.70,725,15.43,3310,70.45,1126,23.97,30,0.64,2,0.04,14,0.30,109,2.33,114,2.42,67,3.50,311,16.14,216,4.59,86,1.82,39,0.83,29,0.63,116,2.47,95,2.02,0,0.00,0,0.00,0,0.00,5,0.10,2,0.03,0,0.01,15,0.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1530,946,744,3393,1141,31,2,14,117,117,59,282
12001002000,Florida,Alachua County,0,5657,2346,0,0,0.00,0,0,0,1,1,1,18.4,46720,0,0,0,0,0,0,0,1,11,11,NULL,8,8,NULL,5154,91.11,2632,46.53,949,16.78,944,16.69,4148,73.32,827,14.62,17,0.30,6,0.11,16,0.28,140,2.48,163,2.89,126,5.36,329,14.05,4287,75.79,2107,37.25,753,13.31,798,14.11,3656,64.63,476,8.42,14,0.24,6,0.11,15,0.26,121,2.13,144,2.55,110,4.71,275,11.74,11,0.19,8,0.15,2,0.03,3,0.05,7,0.13,3,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.05,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3065,1069,1026,4377,1085,17,6,16,156,178,106,342
12001002101,Florida,Alachua County,0,1838,852,0,0,0.00,0,0,0,0,0,0,15.5,72500,0,0,0,0,0,0,0,0,306,306,NULL,105,105,NULL,1833,99.71,606,32.98,265,14.42,364,19.82,1492,81.18,272,14.80,25,1.35,1,0.05,5,0.27,38,2.06,53,2.88,48,5.68,106,12.43,1828,99.46,605,32.90,264,14.38,364,19.79,1488,80.94,272,14.79,25,1.35,1,0.05,5,0.27,38,2.05,53,2.87,48,5.68,106,12.40,306,16.64,105,5.69,44,2.39,70,3.81,234,12.74,67,3.64,0,0.00,0,0.00,1,0.04,4,0.21,5,0.28,13,1.47,18,2.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,694,266,365,1497,272,25,1,5,38,53,50,101
12001002102,Florida,Alachua County,0,921,421,0,0,0.00,0,0,0,0,0,0,11.5,60000,0,0,0,0,0,0,0,0,53,53,NULL,20,20,NULL,921,100.00,347,37.65,158,17.16,163,17.70,747,81.11,140,15.20,1,0.11,0,0.00,13,1.41,20,2.17,27,2.93,36,8.52,28,6.77,921,100.00,347,37.65,158,17.16,163,17.70,747,81.11,140,15.20,1,0.11,0,0.00,13,1.41,20,2.17,27,2.93,36,8.52,28,6.77,53,5.74,20,2.16,6,0.61,12,1.25,48,5.18,4,0.45,0,0.00,0,0.00,0,0.00,1,0.11,0,0.00,2,0.57,2,0.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,158,163,747,140,1,0,13,20,27,34,27
12001002201,Florida,Alachua County,0,4622,1783,0,0,0.00,0,0,0,0,0,0,14.6,69982,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3889,84.14,1212,26.22,892,19.29,492,10.65,3325,71.93,378,8.17,80,1.73,0,0.00,12,0.26,95,2.05,208,4.51,24,1.37,130,7.32,3493,75.58,1087,23.52,787,17.02,455,9.85,3002,64.94,344,7.45,68,1.47,0,0.00,11,0.24,68,1.47,177,3.84,23,1.27,117,6.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1680,1135,544,3810,561,88,0,12,151,312,29,167
12001002202,Florida,Alachua County,0,5452,2149,0,0,0.00,0,0,0,0,0,0,5.6,111042,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5307,97.33,846,15.51,1147,21.03,758,13.91,4491,82.37,535,9.81,111,2.04,1,0.02,19,0.35,150,2.75,316,5.80,13,0.59,173,8.03,3968,72.78,649,11.91,761,13.95,641,11.76,3344,61.33,447,8.19,55,1.02,1,0.02,13,0.24,108,1.98,211,3.87,10,0.45,133,6.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1038,1183,774,4609,548,117,1,19,158,330,15,175
12001002204,Florida,Alachua County,1,9990,3962,0,0,0.00,0,0,0,0,0,0,1.5,101210,1,1,1,1,1,0,0,0,5316,9041,5316,333,639,333,9041,90.50,639,6.39,2326,23.28,1237,12.38,7323,73.30,571,5.72,815,8.15,5,0.05,23,0.23,305,3.05,822,8.23,72,1.81,54,1.35,5316,53.21,333,3.34,1362,13.63,732,7.32,4339,43.43,316,3.17,481,4.82,4,0.04,20,0.20,155,1.55,487,4.87,40,1.02,30,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,808,2538,1355,8039,688,864,5,27,367,944,79,60
12001002205,Florida,Alachua County,1,9656,3954,0,4,0.04,0,0,0,0,0,0,7.1,120000,1,1,1,1,1,0,0,0,4190,8091,4190,479,1118,479,8091,83.79,1118,11.58,1829,18.94,1223,12.67,6959,72.07,278,2.88,581,6.01,2,0.02,9,0.09,262,2.71,509,5.27,26,0.67,44,1.10,4190,43.40,479,4.96,831,8.61,712,7.38,3738,38.71,87,0.90,242,2.51,1,0.01,7,0.08,115,1.19,261,2.71,9,0.22,24,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1784,2211,1379,8201,370,733,2,11,339,627,27,52
12001002207,Florida,Alachua County,1,3767,1380,0,5,0.13,0,0,0,0,0,0,3.3,110909,0,1,0,1,0,0,0,0,335,3091,335,52,507,52,3091,82.07,507,13.46,754,20.00,411,10.91,2540,67.43,155,4.11,281,7.47,4,0.10,7,0.19,104,2.77,199,5.29,0,0.00,30,2.16,335,8.90,52,1.38,60,1.58,43,1.14,272,7.21,24,0.65,25,0.66,1,0.02,0,0.01,13,0.35,28,0.74,0,0.00,4,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,572,916,528,3089,200,346,4,7,121,236,0,35
12001002208,Florida,Alachua County,0,2599,931,0,0,0.00,0,0,0,0,0,0,1.5,115263,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2516,96.81,177,6.81,625,24.05,338,13.00,2129,81.92,126,4.84,197,7.57,0,0.00,4,0.15,60,2.33,171,6.57,0,0.00,12,1.27,1849,71.16,127,4.88,439,16.91,258,9.93,1580,60.80,95,3.67,129,4.97,0,0.00,1,0.05,43,1.66,126,4.84,0,0.00,9,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197,644,353,2199,128,206,0,4,62,176,0,12
12001002209,Florida,Alachua County,0,7619,2887,0,0,0.00,0,0,0,0,0,0,9.3,87472,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,7281,95.56,1693,22.22,1853,24.32,719,9.44,5640,74.03,879,11.53,513,6.74,2,0.03,19,0.25,227,2.98,506,6.64,86,2.97,168,5.80,6170,80.98,1287,16.89,1527,20.04,619,8.12,4822,63.29,719,9.44,418,5.49,2,0.03,16,0.22,192,2.53,448,5.89,71,2.45,142,4.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2119,1930,771,5883,957,516,2,23,238,524,102,201
12001002210,Florida,Alachua County,0,4323,1641,0,0,0.00,0,0,0,0,0,0,9.8,80282,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4137,95.70,1017,23.53,1031,23.84,483,11.17,3274,75.74,628,14.53,41,0.95,2,0.05,11,0.26,180,4.17,304,7.03,61,3.70,171,10.42,3203,74.09,743,17.19,775,17.93,374,8.65,2733,63.21,278,6.42,35,0.82,1,0.03,9,0.21,147,3.40,257,5.96,50,3.07,132,8.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1112,1070,509,3342,737,44,2,12,186,315,67,174
